Date,Open,High,Low,Close,Volume
2003-02-24,10333.77,10454.35,10251.24,10253.51,317099968
2003-02-25,10231.35,10231.35,10022.26,10191.93,350391232
2003-02-26,10191.64,10270.72,9976.54,9994.89,326846720
2003-02-27,10006.12,10145.77,9998.19,10126.05,240641248
2003-02-28,10153.01,10280.61,10152.23,10280.61,277150016
2003-03-05,10262.88,10318.46,10104.25,10305.52,96997656
2003-03-06,10311.05,10626.24,10310.59,10615.31,303183936
2003-03-07,10608.04,10800.37,10438.48,10723.79,351063168
2003-03-10,10694.68,10694.68,10294.24,10308.61,241223888
2003-03-11,10314.04,10407.51,10199.41,10339.68,293542944
2003-03-12,10343.28,10578.66,10289.56,10576.93,182065120
2003-03-13,10606.44,10839.61,10590.51,10783.04,369896096
2003-03-14,10791.6,10923.89,10755.27,10817.36,306293504
2003-03-17,10782.89,10940.25,10608.71,10874.75,215486928
2003-03-18,10890.53,11192.21,10890.53,11150.99,271616384
2003-03-19,11143.06,11143.06,10944.36,11006.39,254814640
2003-03-20,10993.12,11174.27,10857.51,11158.98,233935264
2003-03-21,11176.49,11413.49,11176.49,11377.42,244173728
2003-03-24,11361.63,11361.63,11024.05,11052.62,181999872
2003-03-25,11047.47,11242.89,11034.79,11232.26,205515744
2003-03-26,11248.3,11296.32,11186.42,11206.3,163601632
2003-03-27,11203.99,11261.57,11035.66,11233.48,175797264
2003-03-28,11272.8,11420.99,11220.7,11396.2,192289984
2003-03-31,11387.16,11387.16,11214.7,11273.63,168752720
2003-04-01,11282.62,11616.55,11282.62,11592.1,239267280
2003-04-02,11602.08,11997.63,11602.08,11872,374864768
2003-04-03,11877.05,12132.48,11876.36,12006.2,329390912
2003-04-04,12014.21,12134.56,11923.59,12065.51,221439440
2003-04-07,12153.97,12435.81,12120.41,12135.96,378680512
2003-04-08,12124.17,12135.93,11732.01,11778.52,321681504
2003-04-09,11783.61,11903.84,11754.1,11758.9,236798880
2003-04-10,11783.68,11818.94,11577.77,11591.45,253287088
2003-04-11,11613.95,11752.95,11608,11718.77,229112544
2003-04-14,11725.97,11888.85,11719.47,11873.91,339017440
2003-04-15,11865.41,12110.69,11827.51,12106,593838016
2003-04-16,12119.65,12244.6,12011.56,12043.14,501569856
2003-04-17,12051.78,12431.59,12051.78,12395.4,439809024
2003-04-22,12392.9,12502.41,12245.25,12452.48,290318464
2003-04-23,12455.21,12455.21,12314.59,12394.36,340709280
2003-04-24,12370.18,12382.64,12100.48,12120.34,327809280
2003-04-25,12124.07,12185.31,12058.81,12126.05,327823680
2003-04-28,12128.44,12480.44,12008.85,12462.4,263199920
2003-04-29,12470.07,12819.92,12470.07,12677.98,427682016
2003-04-30,12713.29,12746.13,12556.7,12556.7,335243808
2003-05-02,12564.69,12865.95,12541.69,12810.08,292306208
2003-05-05,12829.37,12869.96,12717.25,12832.76,268963136
2003-05-06,12828.87,12846.48,12608.37,12643.57,267655984
2003-05-07,12669.16,12981.49,12664.08,12956.15,470085440
2003-05-08,12968.56,13028.13,12864.14,12920.88,486691584
2003-05-09,12949.71,13247.05,12949.71,13214.1,490007552
2003-05-12,13206.38,13344.93,13096.42,13320.34,238962352
2003-05-13,13322.04,13564.8,13316.15,13420.65,329474624
2003-05-14,13428.15,13482.66,13336.27,13459.37,262807248
2003-05-15,13464.82,13464.99,13092.08,13129.69,242836000
2003-05-16,13143.23,13224.98,12876.51,13224.98,297736512
2003-05-19,13178.84,13181.85,12731.5,12745.94,242530208
2003-05-20,12752.56,12752.56,12576.42,12745.1,229624288
2003-05-21,12749.06,13076.52,12710.72,13033.66,318856704
2003-05-22,13031.09,13173.42,12970.96,13100.9,351801568
2003-05-23,13101.03,13245.58,13029.3,13142.69,348976704
2003-05-26,13148.99,13239,12852.46,12852.46,300040032
2003-05-27,12861.41,13320.9,12859.14,13246.26,293774144
2003-05-28,13256.58,13426.73,13256.58,13294.34,295288352
2003-05-29,13302.53,13507.26,13302.53,13405.29,381668928
2003-05-30,13412.68,13541.09,13312.3,13421.6,309706112
2003-06-02,13441.01,13504.51,13211.75,13228.78,255042352
2003-06-03,13230.58,13350.11,13106.19,13350.11,242164656
2003-06-04,13386.02,13760.37,13374.32,13718.08,481127360
2003-06-05,13689.89,13908.09,13588.16,13779.88,335814592
2003-06-06,13794.02,14071.32,13794.02,13923.11,284656832
2003-06-09,13926.43,13978.96,13809.68,13845.73,293573152
2003-06-10,13868.98,14072.35,13808.32,13893.73,376475328
2003-06-11,13898.48,13930.24,13720.84,13876.52,537471552
2003-06-12,13901.31,14007.13,13738.47,13982.72,438131616
2003-06-13,13980.43,14047.19,13677.4,13733.7,777998720
2003-06-16,13736.86,13963.04,13696.55,13832.86,422572704
2003-06-17,13843.07,13973.22,13731.68,13776.63,358971168
2003-06-18,13789.86,13889.6,13372.18,13510.5,672848832
2003-06-20,13514.12,13514.12,13104.87,13130.96,372539328
2003-06-23,13132.44,13273.37,12894.51,12991.28,300576800
2003-06-24,12993.09,13204.18,12993.09,13108.41,237924608
2003-06-25,13109.69,13285.9,13014.57,13025.71,962619392
2003-06-26,13030.5,13237.32,13030.03,13111.71,601354880
2003-06-27,13111.64,13193.34,12975.73,13024.12,282762656
2003-06-30,13026.68,13066.32,12930.17,12972.58,143483488
2003-07-01,12967.27,13291.1,12893.22,13291.1,304136640
2003-07-02,13291.87,13376.36,13239.59,13310.47,256882176
2003-07-03,13307.92,13308.74,13134.41,13134.41,140659408
2003-07-04,13134.64,13292.14,13067.44,13273.65,160650400
2003-07-07,13273.65,13444.07,13272.91,13402.01,242320816
2003-07-08,13401.37,13618.8,13338.81,13618.8,198404768
2003-07-10,13622.27,13622.27,13407.4,13501.29,192988032
2003-07-11,13498.29,13522.49,13287.16,13320.58,207190288
2003-07-14,13322.33,13634.93,13322.33,13588.14,189615328
2003-07-15,13592.81,13735.72,13567.94,13614.1,168366784
2003-07-16,13612.5,13633.18,13434.58,13487.24,131035904
2003-07-17,13486.65,13635.67,13359.89,13622.29,279081856
2003-07-18,13622.29,13809.31,13622.29,13794.26,392696416
2003-07-21,13794.26,13859.19,13675.85,13675.85,264949120
2003-07-22,13675.85,13867.27,13671.17,13835.2,222372144
2003-07-23,13851.68,13942.2,13755.27,13798.79,356238656
2003-07-24,13799.4,13946.96,13754.95,13761.1,240237824
2003-07-25,13761.13,13867.76,13660.69,13750.36,235998896
2003-07-28,13751.59,13783.49,13604.77,13643.37,217524304
2003-07-29,13651.76,13703.77,13576.5,13623.34,218383456
2003-07-30,13623.34,13697.69,13452.78,13474.58,290051168
2003-07-31,13475.46,13615.31,13475.46,13571.73,175338480
2003-08-01,13578.72,13578.72,13129.81,13129.81,272490784
2003-08-04,13127.81,13127.81,12756.58,12938.85,314987520
2003-08-05,12940.09,13112.34,12940.09,13059.27,213751488
2003-08-06,13060.45,13188.17,12839.31,12887.73,295835360
2003-08-07,12891.94,13350.14,12891.94,13328.37,338342048
2003-08-08,13332.62,13513.34,13332.62,13499.97,189227424
2003-08-11,13499.83,13581.78,13442.22,13560.26,120382448
2003-08-12,13558.5,13765.72,13553.03,13602.41,264305760
2003-08-13,13597.18,13857.57,13541.94,13682.25,505031488
2003-08-14,13683.02,13848.91,13528.94,13812.12,155839744
2003-08-15,13809.86,13951.58,13744.08,13889.57,155999584
2003-08-18,13900.2,14146.62,13900.2,14146.29,269398688
2003-08-19,14146.69,14235.87,14091.02,14157.94,261044912
2003-08-20,14157.8,14505.97,14057.81,14466.9,367985728
2003-08-21,14469.56,14686.71,14398.48,14669.91,361603936
2003-08-22,14669.91,14764.5,14588.5,14613.03,239402064
2003-08-25,14613.03,14713.72,14425.72,14473.17,214801504
2003-08-26,14474.66,14947.79,14425.06,14877.66,345367904
2003-08-27,14875.7,15142.59,14875.7,15142.59,312386592
2003-08-28,15151.27,15252.36,14928.74,15064.56,289778144
2003-08-29,15064.56,15196.76,14856.62,15174.49,240202144
2003-09-01,15174.49,15374.12,15074.71,15352.12,230379696
2003-09-02,15352.12,15474.58,15320.74,15454.31,276761472
2003-09-03,15454.76,15690.32,15454.76,15633.8,400897184
2003-09-04,15634.54,15884.35,15564.45,15704.8,339754048
2003-09-05,15706.67,15951.27,15610.05,15899.64,294272576
2003-09-08,15904.35,16238.63,15894.73,16050.22,597042688
2003-09-09,16051.01,16062.18,15699.17,15718.3,632472064
2003-09-10,15716.37,15997.06,15491.83,15983.27,377197888
2003-09-11,15985.45,16454.23,15985.45,16292.43,381187776
2003-09-12,16283.11,16508.38,16058.26,16421.35,319785760
2003-09-15,16422.77,16600.92,16277.22,16341.75,393329120
2003-09-16,16353.72,16496.36,16257.56,16269.58,304756672
2003-09-17,16279.79,16492.38,16225.19,16492.38,322291648
2003-09-18,16492.38,16910.69,16423.66,16889.41,321440448
2003-09-19,16889.82,17104.03,16822.23,16851.49,255189680
2003-09-22,16850.33,16850.33,16449.64,16485.6,294204864
2003-09-23,16488.29,16541.94,16225.59,16443.53,301917760
2003-09-24,16446.22,16636.35,16052.83,16057.85,202692624
2003-09-25,16058.08,16203.16,15775.44,15806.02,287670176
2003-09-26,15807.47,16112.54,15773.47,15810.66,341989248
2003-09-29,15809.86,16115.13,15767.88,16108.73,223595552
2003-09-30,16108.79,16286.68,16009.95,16010.67,209457824
2003-10-01,16009.83,16609.45,16009.83,16578.74,245127168
2003-10-02,16581.79,17070.14,16581.79,16893.61,582538176
2003-10-03,16898.4,17290.2,16898.4,17089.3,449126080
2003-10-06,17089.57,17345.58,17026.05,17273.38,231670048
2003-10-07,17278.45,17537.34,17134.18,17470.14,528659392
2003-10-08,17474,17952.11,17474,17804.8,512245248
2003-10-09,17804.8,18060.14,17553.46,17708.17,489100288
2003-10-10,17698.85,17833.6,17495.56,17676.14,274032768
2003-10-13,17676.16,18074.66,17676.16,18061.94,244767152
2003-10-14,18063.1,18245.67,18063.1,18178.01,251817760
2003-10-15,18175.62,18313,17818.72,17942.04,634815360
2003-10-16,17944.37,18075.41,17833.52,17955.04,197441056
2003-10-17,17922.79,17945.96,17678.96,17790.71,184718528
2003-10-20,17790.71,18399.47,17770.04,18369.59,312202304
2003-10-21,18369.96,18659.96,18369.96,18448.72,299968320
2003-10-22,18448.72,18448.72,18220.95,18234.83,238636640
2003-10-23,18234.62,18234.62,17592.48,17689.81,384206880
2003-10-24,17686.68,17835.04,17340.41,17813.91,226966688
2003-10-27,17819.59,17964.07,17663.62,17750.48,219101104
2003-10-28,17750.48,18227.64,17691.47,18227.64,315441440
2003-10-29,18227.64,18454.28,17944.84,17944.84,272070048
2003-10-30,17944.91,18192.51,17730.78,18093.83,232986448
2003-10-31,18094.98,18217.71,17911.81,17982.49,234927616
2003-11-03,17982.8,18517.16,17982.8,18517.16,232303520
2003-11-04,18519.19,18713.8,18456.33,18541.18,249478432
2003-11-05,18544.83,18562.75,18266.94,18307.06,303346592
2003-11-06,18307.06,18679.6,18307.06,18612.96,358525088
2003-11-07,18613.82,18906.57,18613.82,18672.19,170439120
2003-11-10,18672.19,18724.84,18434.83,18572.29,174645600
2003-11-11,18571.53,18572.36,18260.91,18408.62,247647792
2003-11-12,18408.55,18812.18,18352.29,18793.54,213696448
2003-11-13,18794.6,19115.22,18676.96,18754.55,949924864
2003-11-14,18763.47,19051.96,18711.69,18985.87,671463744
2003-11-17,18984.66,18984.66,18648.48,18668.71,328619968
2003-11-18,18668.71,19021.52,18668.71,18812.97,358694112
2003-11-19,18819.25,18857.35,18610.34,18807.34,188369664
2003-11-20,18815.04,19261.5,18815.04,19199.14,197852496
2003-11-21,19197.42,19376.07,19143.72,19248.39,244837536
2003-11-24,19257.94,19729.77,19257.94,19690.54,274668192
2003-11-25,19694.16,19820.07,19615.37,19809.89,161664528
2003-11-26,19809.89,20001.89,19667.08,19694.82,184035008
2003-11-27,19694.56,19960.77,19615.91,19960.77,118704720
2003-11-28,19962.23,20187.96,19848.33,20183.97,181726112
2003-12-01,20183.97,20522.14,20183.97,20520.6,191202000
2003-12-02,20523.05,20629.68,20354.41,20458.49,148368064
2003-12-03,20462.02,20586.22,20322.25,20539.6,137754048
2003-12-04,20539.6,20570.16,20322.67,20414.17,180190848
2003-12-05,20418.21,20922.43,20418.21,20879.81,282593824
2003-12-08,20882.27,20937.16,20672.57,20888.91,285966400
2003-12-09,20889.09,21362.94,20889.09,21259.75,347634112
2003-12-10,21258.45,21394.27,20929.99,20972.6,251894576
2003-12-11,20970.78,21459.07,20970.78,21296.3,274363200
2003-12-12,21296.3,21513.77,20872.82,20973.94,307512192
2003-12-15,20973.94,21381.37,20709.24,20709.75,263439184
2003-12-16,20709.75,20842.43,20544.24,20759.56,213264464
2003-12-17,20763.46,21317.95,20763.46,21199.27,368721760
2003-12-18,21199.27,21502.15,21195.23,21489.27,209840816
2003-12-19,21488.65,21671.36,21381.31,21385.54,171900704
2003-12-22,21385.54,21630.23,21344.08,21630.23,124020240
2003-12-23,21630.95,21913.59,21630.95,21688.4,120594688
2003-12-26,21688.4,21828.6,21688.33,21806.57,63390904
2003-12-29,21815.17,22046.46,21815.17,22045.48,146827424
2003-12-30,22050.86,22310.27,22050.86,22236.39,178670672
2004-01-02,22232.53,22449.93,22208.32,22444.71,61146028
2004-01-05,22444.71,23531.74,22444.71,23531.74,267204320
2004-01-06,23531.74,23976.02,23179.79,23576.44,234667168
2004-01-07,23576.05,23899.32,23320.12,23320.12,215933472
2004-01-08,23333.99,23718.43,23122.4,23716.82,266847520
2004-01-09,23722.31,24088.32,23710.03,23916.72,335594816
2004-01-12,23895.92,24323.2,23891.68,24236.98,273763872
2004-01-13,24236.89,24518.15,23866.61,23939.63,264392496
2004-01-14,23947.11,24009.75,22878.39,23398.64,298845792
2004-01-15,23399.83,23399.83,22961.7,22961.7,307446752
2004-01-16,22964.11,23243.07,22687.05,23154.58,191236496
2004-01-19,23161.55,23492.82,23090.42,23385.17,260011008
2004-01-20,23381.95,23723.72,23381.95,23678.75,223008640
2004-01-21,23679.72,23679.72,23213.04,23301.82,346305600
2004-01-22,23299.22,23299.22,22681.98,22968.78,232572752
2004-01-23,22968.78,23514.92,22740.09,23471,150034144
2004-01-26,23471,24349.78,23471,24349.78,233411488
2004-01-27,24354.94,24472.73,23908.25,24226.04,303824448
2004-01-28,24226.04,24460.15,23786.77,23851.62,390824896
2004-01-29,23849.15,23859.08,22299.8,22386.18,344051584
2004-01-30,22384.23,22615.48,21649.3,21851.44,269033664
2004-02-02,21841.74,21866.78,21336.03,21786.95,175088016
2004-02-03,21794.08,22287.15,21794.08,22280.99,217646256
2004-02-04,22288.81,22718.28,21554.84,21684.53,235987376
2004-02-05,21684.53,21908.83,21077.25,21091.68,279243264
2004-02-06,21091.68,21968.81,20597.93,21968.81,292078624
2004-02-09,21969.68,22493.21,21852.51,21961.58,244996576
2004-02-10,21935.77,22215.95,21693.72,22171.49,237483296
2004-02-11,22172.66,23240.77,22056.82,23197.11,347898528
2004-02-12,23197.11,23374.24,22929.49,23063.45,214715552
2004-02-13,23067.19,23230.08,22187.59,22529.8,255800960
2004-02-16,22507.07,22507.07,21901.09,22188.88,119281176
2004-02-17,22195.32,22520.13,22016.79,22426.27,353304544
2004-02-18,22429.55,22667.59,21899.4,22000.12,467577408
2004-02-19,21998.07,21998.07,20876.72,20950.98,351571264
2004-02-20,20949.21,21341.97,20091.65,21336.91,322607488
2004-02-25,21341.09,21732.07,21341.09,21609.23,104755552
2004-02-26,21608.42,21608.42,21180.48,21449.61,152476128
2004-02-27,21455.07,21755.02,21447.59,21755.02,212874592
2004-03-01,21760.52,22527.74,21760.52,22498.59,255117104
2004-03-02,22496.36,22714.45,21941.66,22442.42,290459584
2004-03-03,22442.42,22800.79,22191.32,22550.49,157164576
2004-03-04,22541.5,22752.87,22255.54,22392.99,164068560
2004-03-05,22397.17,22937,22349.44,22872.94,259847936
2004-03-08,22873.86,23372.87,22873.86,22993.31,169340080
2004-03-09,22993.31,23093.65,22502.75,22673.76,178468384
2004-03-10,22673.51,22673.51,21670.28,21670.28,172095008
2004-03-11,21673.47,21749.99,20755.57,20763.14,351917248
2004-03-12,20769.64,21799.65,20769.64,21775.77,271101824
2004-03-15,21775.85,21836.41,21162.36,21233.65,573289216
2004-03-16,21234.25,21647,21234.25,21612.94,450421696
2004-03-17,21619.85,22034.18,21619.85,21900.98,401766560
2004-03-18,21901.26,22411.39,21678.74,22369.86,331111680
2004-03-19,22369.86,22470.15,22217.36,22260.64,210417744
2004-03-22,22247.78,22247.78,21569.02,21663.09,204304080
